name,degree.total,degree.in,degree.out,strength.total,strength.in,strength.out,between,Category
RoofAssured,575,122,453,737.1,188.2,548.9,1018.184505,
PeteJBadger,568,115,453,983.8,167,816.8,44546.75703,
ShonaDuffy1,545,92,453,918.2,80.7,837.5,26042.22855,
TomDuffyDesign,520,67,453,738.7,90.2,648.5,237.297962,
RM_UCU,483,30,453,484.5,27.9,456.6,7963.163132,
WolvesHomes,1049,597,452,1732.3,929.5,802.8,11841.89324,
MartinShovel,929,477,452,806.9,374.8,432.1,245294.4195,
RichardA,902,450,452,996.3,484.8,511.5,163241.3641,
markpack,851,399,452,878.4,435.2,443.2,84516.83332,
TheCCT,795,343,452,1001.9,506.4,495.5,66803.4885,
ASmallAMount,774,322,452,1950,947.1,1002.9,63919.69198,
RSBenwell,724,272,452,1383.1,586.8,796.3,72156.74372,
NatSolarCentre,697,245,452,1417.1,493.9,923.2,573.0731885,
LendInvest,649,197,452,850.5,291.6,558.9,47972.10156,
brecert,630,178,452,756.9,186.6,570.3,4080.89061,
WorthingMartin,557,105,452,573.9,139.6,434.3,179120.6738,
Walsh_Group,545,93,452,594.7,106.4,488.3,1223.550816,
EurObserv_ER,537,85,452,560.5,99.5,461,30.82378818,
LondonAirViews,528,76,452,531.9,75.9,456,15911.15499,
tween4,521,69,452,571.9,34.4,537.5,167642.36,
Flashrads,513,61,452,517.3,63,454.3,133.9799745,
alexmassie,1247,796,451,1293.2,792.4,500.8,180474.2838,
simon_schama,1183,732,451,1105.2,644.8,460.4,90960.43058,
Refugees,1124,673,451,1167.9,689.6,478.3,42986.83318,
mrjohnofarrell,1120,669,451,1082.6,627.3,455.3,91606.45903,
Heritage_NGOs,922,471,451,1430.5,639.8,790.7,27968.43699,
MetLines,849,398,451,999.8,509.1,490.7,51739.98891,
SNewtonUK,753,302,451,828.9,305.9,523,168.1712392,
MagnetTradeUK,688,237,451,810.1,275.7,534.4,103138.3896,
aruffler,666,215,451,1564.9,310.8,1254.1,87292.55155,
SIGAslate,576,125,451,1001.1,213,788.1,926.6944725,
ScotRenew,1049,599,450,1990,1237.7,752.3,69860.01742,
Oniropolis,973,523,450,1472.6,915.1,557.5,103217.3507,
ClimateKIC,935,485,450,2290.6,1249.9,1040.7,3045.502549,
ElecSafetyFirst,904,454,450,1415.7,942,473.7,168859.0582,
ProfChalmers,848,398,450,770.4,314.7,455.7,238196.6947,
ArchiloversCom,783,333,450,1112.9,588.8,524.1,27010.54547,
HighburyCollege,751,301,450,862.8,356,506.8,49601.14125,
Emma_FPR,723,273,450,960.2,307.1,653.1,19610.05386,
Parkwaydean,722,272,450,956.2,377.8,578.4,1309.65087,
PaulineTraetto,702,252,450,1633.6,326.8,1306.8,111054.4795,
Waltonplumb,687,237,450,3766.6,787.3,2979.3,18998.48911,
JRCSlate,653,203,450,703.2,215.3,487.9,3627.272022,
MacdonaldandCo,622,172,450,839.1,235.2,603.9,3974.954515,
dfoy2,621,171,450,856.9,241.5,615.4,34913.64062,
GoReportSurvey,601,151,450,709.8,157.5,552.3,46981.02252,
involveyh,600,150,450,653.1,162.8,490.3,17783.75121,
Aranservices,560,110,450,835.9,151.4,684.5,23157.7782,
RPCBuiltEnvLaw,539,89,450,719.9,143.5,576.4,1302.466335,
openECX,491,41,450,524,49.5,474.5,763.289786,
samickiow2002,483,33,450,571.3,34.4,536.9,897.9496255,
PolhomeEditor,1464,1015,449,2951.6,2397,554.6,43408.59912,
RnfrstAlliance,921,472,449,1188.8,640.4,548.4,44399.48099,
CGAPreston,899,450,449,1322.4,691.3,631.1,110257.2723,
christian_aid,875,426,449,1027.2,547.3,479.9,31042.44908,
VELUXGBI,847,398,449,1411,594.4,816.6,123449.5826,
windowsactive,783,334,449,1332.5,628.8,703.7,1545.291779,
dds180,665,216,449,740.2,265.9,474.3,23987.00742,
Investor_Show,623,174,449,778.7,211.7,567,3494.907941,
McdonnellSheena,604,155,449,1321.2,314.5,1006.7,42549.90117,
fabriceleveque,601,152,449,990.3,283.3,707,10952.91478,
IanThomJJHT,590,141,449,1458.5,177.4,1281.1,29729.93435,
ccatfapprentice,577,128,449,1152,328.4,823.6,54231.8785,
redkev71,517,68,449,574.4,62.3,512.1,6983.27969,
_richardblack,1310,862,448,1959.2,1416.1,543.1,178130.8181,
marcuschown,1228,780,448,1007.1,653.5,353.6,769542.9132,Junk
SAVEBrit,974,526,448,1736.5,1041.3,695.2,72267.99834,
AngusMacNeilSNP,951,503,448,1069.9,551.8,518.1,198385.5629,
BlogApprentice,768,320,448,766.1,321.4,444.7,5840.656948,
SamS_Muir,747,299,448,1549.4,512.4,1037,57282.98885,
StBasilsCharity,726,278,448,970.8,344.9,625.9,71329.36567,
jennifercwebber,699,251,448,1046.1,343.7,702.4,133483.9031,
jloistf,632,184,448,1186.2,263.5,922.7,33624.54857,
Hargraver,608,160,448,696.5,255.7,440.8,121501.2745,
UrbanisCM,546,98,448,916.1,120.9,795.2,60540.28947,
janet_uk,487,39,448,512.8,39,473.8,0,
PLP_Central,465,17,448,528.8,19.4,509.4,5452.173679,
GoodwinMJ,1447,1000,447,1443.9,965.3,478.6,332760.3618,
SteveHilditch,1038,591,447,1903,953.7,949.3,55075.61381,
Construct_PR,919,472,447,980.4,515,465.4,3271.610623,
LindaRiley8,810,363,447,872.5,404.1,468.4,14660.47722,
mssocietyuk,779,332,447,796.4,351.9,444.5,73116.86351,
EnergyDemand,753,306,447,2656.1,725.1,1931,1537.721568,
LSEColleges,688,241,447,1038,419.2,618.8,8577.134283,
AMT_Heating,672,225,447,672.7,225.6,447.1,901.4514158,
ProjCompassEU,599,152,447,932.2,269.3,662.9,73730.38672,
CllrAntrobus,591,144,447,997.7,221.1,776.6,114133.5859,
ColmoreTang,584,137,447,978.3,220,758.3,33120.41855,
JosephSurtees,573,126,447,594.4,125.9,468.5,117619.8767,
AlexMFornal,524,77,447,1193.5,127.4,1066.1,35607.19036,
Pumpkin2k9,502,55,447,799.8,41.6,758.2,24779.64184,
katiefish,480,33,447,858,24.7,833.3,12209.20599,
housingex,1579,1133,446,2877.6,2187.5,690.1,2431.320377,
MidlandHeart,1083,637,446,1519.1,983.8,535.3,65425.8192,
nick_tune,947,501,446,2589.3,1474.1,1115.2,253007.9634,
DianeCoyle1859,933,487,446,1733.6,853.8,879.8,46779.98745,
RefugeCharity,889,443,446,886.8,444.2,442.6,168504.641,
CharlotteLeslie,851,405,446,865.6,405.3,460.3,12161.6926,
tombennett71,818,372,446,895.1,442.6,452.5,56504.83705,
MayaGoodfellow,813,367,446,884.4,320,564.4,109886.839,
SeemaKennedy,775,329,446,884.6,349.6,535,203965.3108,
corganisers,760,314,446,941.5,338.4,603.1,54796.09461,
CNWL1,738,292,446,780.1,301.4,478.7,54215.16676,
byrnerae,721,275,446,1320.2,453.8,866.4,21469.85682,
Ali_delame,692,246,446,1404.8,264,1140.8,17243.66175,
topnigel,627,181,446,2792.8,513.5,2279.3,132175.9896,
pasural,619,173,446,916.4,217.3,699.1,41266.68336,
Watsonbatty,587,141,446,1440,446.2,993.8,30502.57138,
Jo_Dobson_,557,111,446,793.9,242.2,551.7,12092.64074,
property1,515,69,446,541.2,70.3,470.9,10026.51229,
bigeyedear,487,41,446,389.9,32.3,357.6,139063.2026,
Dannythefink,1925,1480,445,2002,1594.2,407.8,66389.21762,
ClimateReality,1827,1382,445,7005.7,6202.7,803,25894.9428,
TrussellTrust,1490,1045,445,1526.9,1088.5,438.4,364840.6998,
wossy,1482,1037,445,1473.4,1029.5,443.9,22031.50966,
MrTimDunn,1217,772,445,2125.2,1584.2,541,379659.0263,
AbiDaviesHsg,1210,765,445,1474.4,921.7,552.7,17431.72458,
EmilyW_9,1093,648,445,1514.1,779.2,734.9,46042.92896,
AltairLtd,810,365,445,1273.4,658.8,614.6,34287.79933,
priteshpatel9,808,363,445,991.7,552.8,438.9,77582.68864,
TidewayLondon,802,357,445,1013.8,476.8,537,227918.229,
UnitedWelsh,785,340,445,1206.9,489.4,717.5,31165.44486,
SVHousing,720,275,445,1030.9,481.5,549.4,11364.25063,
BellGroupUK,526,81,445,603.5,105.8,497.7,24723.41231,
collabmedia1,517,72,445,564,110.7,453.3,2465.76793,
nickylouise11,474,29,445,783.5,31.5,752,286.610149,
ofgem,1367,923,444,2233.3,1674.3,559,62095.59292,
ianbirrell,1276,832,444,1199,745.2,453.8,456529.9199,
WorldGBC,1258,814,444,6636.6,5596.6,1040,31072.86975,
nearlylegal,1231,787,444,2525.4,2029.1,496.3,215939.7807,
MetroMayorSteve,1048,604,444,1196.3,682.9,513.4,50358.90114,
DrSustainable,679,235,444,768.7,286.2,482.5,1674.491634,
EfficiencyNorth,670,226,444,1249.6,448.4,801.2,19832.47484,
2020ClimateGrp,632,188,444,1452,517,935,11958.55101,
POSisit,620,176,444,872.7,269.9,602.8,1200.723392,
HomeEnergyPerf,562,118,444,659.1,126.1,533,301.9499906,
EPCAdvisor,550,106,444,702.8,173.7,529.1,126.6781158,
RuralSolutions_,530,86,444,571.4,88.8,482.6,2522.710911,
ANGETERRY,516,72,444,1075.8,109.1,966.7,73814.6764,
GBSWindowsDoors,515,71,444,887.2,158.3,728.9,55.22610565,
LizziePaton,515,71,444,501.2,70.7,430.5,31714.99326,
freyerj,509,65,444,683.2,90.2,593,25874.12791,
JordanR92__,476,32,444,885.2,28.4,856.8,16217.92716,
TPPEducation,474,30,444,476.5,25.4,451.1,1546.285838,
BarbaraSpicer15,1019,576,443,2460.3,1516,944.3,174510.2127,
CarersTrust,919,476,443,969.2,532,437.2,120416.6854,
Fred_Mills,878,435,443,2787.6,601.5,2186.1,292344.5039,
foamandbubbles,876,433,443,1000.6,548.5,452.1,31125.49859,
AssaelArchitect,869,426,443,1286.6,589.5,697.1,32639.99369,
pricedoutuk,855,412,443,1425,625.4,799.6,26992.81925,
JohnEdwards33,847,404,443,769.8,308.8,461,114230.4303,
Doitlikedenbo,826,383,443,3158.6,1490.2,1668.4,27545.78642,
LynnCOAware,759,316,443,993.2,483.4,509.8,1544742.988,
ILM_UK,732,289,443,790.9,321.8,469.1,99252.83272,
NafeezAhmed,684,241,443,812.4,268.6,543.8,21680.47863,
Energy4Bristol,653,210,443,1635.7,554.1,1081.6,3652.46203,
sgftv,641,198,443,1254.2,792,462.2,32998.80758,
tatehindle,634,191,443,1196.9,419.3,777.6,55896.08108,
S_Weatherall,622,179,443,708.7,188,520.7,14639.84935,
SuttonCardiff,617,174,443,784.9,282.7,502.2,173498.8603,
SpareRoomUK,614,171,443,656.1,175,481.1,5696.51742,
GeraintFranklin,568,125,443,1191.4,308.9,882.5,178400.1475,
JonathanConway9,566,123,443,1955.4,227.2,1728.2,48749.49673,
ruskincompany,500,57,443,531.6,72.4,459.2,118.4508473,
ArchitypeUK,1675,1233,442,3568.6,2236.1,1332.5,105811.8325,
Jacqui_Smith1,945,503,442,897.8,480.6,417.2,172579.4331,
incgrowth,864,422,442,1175.1,534.5,640.6,38763.85338,
rachelj_bell,741,299,442,1852.2,703.4,1148.8,334734.7182,
TheUKDEA,634,192,442,900.5,433.6,466.9,136.7405718,
MalcsT,536,94,442,1118.1,118.6,999.5,11418.63781,
ChrisGiles_,1469,1028,441,1933.3,1360.6,572.7,200242.6466,
plumberparts,990,549,441,5144.3,4104.3,1040,1053.783081,
JasonPOrme,849,408,441,1352.9,612,740.9,40181.53128,
emmadentcoad,832,391,441,1075.9,422.8,653.1,130384.7288,
LeonardCheshire,827,386,441,814.8,411.3,403.5,267826.2052,
vickyford,767,326,441,832.7,355.5,477.2,127787.794,
Sales_Aster,764,323,441,2233.7,1283.6,950.1,52493.94832,
TheWindowOutlet,756,315,441,1651.6,666,985.6,27177.47787,
LaylaMoran,752,311,441,769.8,332.5,437.3,97893.31689,
CareerReadyUK,743,302,441,808.3,337.5,470.8,113236.116,
HousingeA,710,269,441,830.6,317.3,513.3,293.7198608,
timolloyd,672,231,441,595.7,252.6,343.1,113775.0212,
wpaul880,640,199,441,1860.8,372.6,1488.2,41777.16718,
QANWSales,626,185,441,705,216.6,488.4,21366.16805,
SFCA_info,616,175,441,836,219.7,616.3,106505.7723,
mollybish0p,608,167,441,740.5,215.2,525.3,43132.08202,
JoanneWhitehe15,584,143,441,1185.2,373.9,811.3,81121.02615,
PDPServices,564,123,441,580.3,129.7,450.6,1336.365878,
andruforth,541,100,441,643.7,132.9,510.8,61462.01858,
DeltaMembranes,538,97,441,964.2,194.5,769.7,49313.56701,
GilianGMAC,525,84,441,727.4,139.1,588.3,129377.776,
euroloo,524,83,441,829,107,722,24509.54767,
FMBCymru_Ifan,843,403,440,1143.3,569.1,574.2,19296.27451,
MysonUK,825,385,440,1106,458.2,647.8,70978.92323,
LondonYouth,820,380,440,881.8,401.5,480.3,215846.3648,
strangparkhead,731,291,440,1414,518.3,895.7,89783.92969,
AllanMargolin,655,215,440,2968.7,1618.4,1350.3,33808.98573,
HannahGousy,639,199,440,1152.3,404.5,747.8,1376.585624,
CarshaltonAC,625,185,440,672.5,200.6,471.9,2967.019705,
ArchitectsGB,615,175,440,650.6,189,461.6,164.210953,
LikeClockworkUK,517,77,440,832.4,86.3,746.1,34.85078952,
JBeattieMirror,1093,654,439,1079.1,639.4,439.7,75802.69881,
lfeatherstone,1073,634,439,1053,646.4,406.6,103271.8634,
SelfBuildDesign,968,529,439,1176,612.3,563.7,1625.637664,
CoopEnergy,847,408,439,1180.7,661.5,519.2,140.390909,
CurtinsConsult,810,371,439,1242.4,478.1,764.3,73744.71887,
DECinSchools,763,324,439,1156.4,416,740.4,105593.0167,
AndyNJohnson,729,290,439,1906.6,762.2,1144.4,183184.4577,
evetibber,649,210,439,1773,401.1,1371.9,11262.57655,
KohlerUK,639,200,439,774.7,252.3,522.4,3876.19776,
ChalmorLtd,624,185,439,660.5,186.8,473.7,30041.62415,
icomenergy,617,178,439,1383.2,395.7,987.5,5790.581294,
PlanPotential,600,161,439,961.3,365.7,595.6,2849.737382,
Emmaja57,573,134,439,777.3,136.4,640.9,1163.225229,
basestone,563,124,439,744.1,161.4,582.7,27802.39486,
NFRN_Online,491,52,439,483.7,47.2,436.5,29172.05463,
ArcDesSco,777,339,438,1645.2,918.3,726.9,30669.84792,
HelenCollins12,776,338,438,1002.3,417.2,585.1,3685.954139,
CITB_Wales,759,321,438,2058.3,1044.9,1013.4,50008.61409,
fakrogb,749,311,438,1191.1,414.1,777,65359.7733,
kings_of_heat,745,307,438,1024.1,447.8,576.3,20102.20762,
katyeb7,654,216,438,1152.9,328.7,824.2,72918.0237,
harriscalnan,599,161,438,730.7,197.6,533.1,784.4283304,
BCA_Maidenhead,596,158,438,606.5,161.9,444.6,5570.485999,
chsspares,590,152,438,640.2,151.6,488.6,16402.90494,
sarahjanegay,575,137,438,742.1,235.2,506.9,1200.600915,
Ben_Wilkinson,522,84,438,617.8,94.2,523.6,1138.316343,
LizzieStoodley,514,76,438,1371.6,100.7,1270.9,47006.40438,
OmbudsmanTweets,509,71,438,570.9,93.7,477.2,40156.94922,
GatewayQuals,505,67,438,517.3,72.3,445,30947.92312,
TINKER12X,464,26,438,603.3,23.2,580.1,32583.34276,
HVN_Plus,927,490,437,1597.1,758.8,838.3,122399.6567,
ratechhotun,868,431,437,3311.7,1906,1405.7,146594.2821,
NoLettingGo,732,295,437,2730.7,1624.5,1106.2,142494.1295,
socialtownplan,715,278,437,1187.5,516.6,670.9,576.0949967,
PatrickMurray23,649,212,437,1028,314.4,713.6,64922.6013,
BuildingExplore,554,117,437,680,149.5,530.5,429.0321479,
roogs_17,545,108,437,997.1,86.2,910.9,45087.6197,
KlockworksKate,495,58,437,1071.1,73.6,997.5,94591.08089,
DanielHCantwell,484,47,437,655.9,46.7,609.2,12798.56464,
trussliz,1517,1081,436,1578.7,1134.4,444.3,138933.5418,
MaeArchitects,837,401,436,2005,962.2,1042.8,8236.609911,
WishYork_Humber,691,255,436,2573.4,1215.8,1357.6,84073.66761,
cllrjudithblake,687,251,436,816.4,271.3,545.1,47774.02831,
MrMalky,614,178,436,622,162.8,459.2,60812.18332,
markhanson456,602,166,436,1221,288.4,932.6,84060.90918,
GreenBlueUrban,578,142,436,1036.3,381.3,655,53424.59111,
amy_finch,524,88,436,581.8,90.1,491.7,14248.07476,
ajeastwood,470,34,436,482.4,38.2,444.2,21548.60321,
seraphimaAM,461,25,436,582.3,25.8,556.5,4076.630366,
greenpeaceusa,820,385,435,1564.7,985.9,578.8,15900.37213,
GrayInGlasgow,772,337,435,893.8,455.3,438.5,107665.5187,
NickGibbUK,763,328,435,765,326.7,438.3,58159.59588,
SamuelHorti,753,318,435,1204.7,436.3,768.4,161577.8432,
HomeOwnersAll,691,256,435,1371.2,475.6,895.6,10893.03016,
CIH_YandH,663,228,435,942.1,267.7,674.4,26722.80214,
pfpcih,600,165,435,828.7,296.1,532.6,1992.565041,
astapmsoftware,594,159,435,801.7,188.5,613.2,9724.805597,
StridesSustain,529,94,435,782.4,218.3,564.1,0,
HomelessLink,1419,985,434,4124.9,3272.1,852.8,10924.35686,
stromarchitects,1121,687,434,1693,960.7,732.3,23929.50482,
tesconews,768,334,434,772.6,311.8,460.8,391018.9433,
RogerHighfield,751,317,434,813.3,350.5,462.8,91707.7129,
SharonWalpole,748,314,434,732.4,334.8,397.6,327984.0767,
perkinsplumbing,688,254,434,817.5,272.7,544.8,7949.315806,
RIBANorth,668,234,434,1164.5,478.8,685.7,48120.16432,
PAS_tweets,633,199,434,1157.2,283.7,873.5,6167.305664,
Pearson_UK,633,199,434,674.1,211,463.1,175615.1772,
RichardPorteous,619,185,434,667.9,264.2,403.7,76092.20865,
TuffaTanks,546,112,434,558.8,118.4,440.4,1887.513139,
Andrew_F_Smith,510,76,434,480.4,88.2,392.2,26833.08201,
jackflynn1984,469,35,434,455.4,29.9,425.5,28831.29062,
Wenna_Paz,446,12,434,732.1,6.1,726,30447.75742,
sarahr100,1688,1255,433,2331.8,1647.3,684.5,7525.201308,
WilkinsonEyre,1349,916,433,1635.2,1003.1,632.1,56807.95414,
RHP_UK,871,438,433,1401.7,696.3,705.4,73551.76805,
PassiveHouseBB,830,397,433,5177.6,2961.6,2216,65650.24223,
AndyOrrey,812,379,433,1358.7,545.1,813.6,79891.53603,
KHowell_Housing,729,296,433,1742.7,641,1101.7,25958.73555,
LGSpace,715,282,433,1053.7,388.2,665.5,173330.4337,
cghgreen,641,208,433,713,273.4,439.6,559.384287,
FamilyBizPaul,606,173,433,686.4,229.3,457.1,100442.4257,
DevonshireWindo,595,162,433,737.7,182.5,555.2,3003.311019,
OYRwYgqXioD3cxz,580,147,433,809,165.5,643.5,539.2541901,
UKWSolutions,546,113,433,602.2,133.8,468.4,4477.215711,
samsurveyor,513,80,433,544.5,70.4,474.1,32145.39722,
KeithAubrey,507,74,433,593.2,83,510.2,118974.6494,
HephaestusAssoc,477,44,433,875.2,38.3,836.9,32612.42341,
RNBGroup_JohnT,452,19,433,457.2,19.1,438.1,0,
edielive,1052,620,432,1590.2,809.9,780.3,48280.26184,
WrekinHT,992,560,432,1359.4,709.8,649.6,7584.609056,
STEMAmbassadors,957,525,432,1069.8,566,503.8,74972.00891,
BNPPRE_UK,917,485,432,1197,622.4,574.6,127208.6241,
olyduff,873,441,432,961.3,485.9,475.4,128568.3265,
RTPIScotland,834,402,432,3350.6,2181.8,1168.8,48038.00162,
ConExcellence,832,400,432,1985.5,1023.5,962,130795.2847,
homesfornorth,789,357,432,1632.1,1064,568.1,522.573479,
ConstructingEq,774,342,432,1127.4,489.9,637.5,53738.64314,
jtp_placemaking,736,304,432,1171.7,477.1,694.6,37710.78158,
severnsideha,736,304,432,852,310.1,541.9,20030.13291,
JurysInnsHotels,693,261,432,795.9,358.1,437.8,21416.20702,
TenancyDeposits,688,256,432,1209.7,379.3,830.4,15639.4497,
TheCityUK,676,244,432,724.1,288,436.1,72324.23028,
DLGarchitects,632,200,432,893.3,290.2,603.1,3822.230201,
BrettPaving,628,196,432,741.6,246.1,495.5,10983.44395,
AnneFrankTrust,551,119,432,582,109,473,8734.331168,
CHP_estates,525,93,432,648.3,119.7,528.6,16183.10227,
gaplockett,518,86,432,545.8,95.1,450.7,395.9011016,
Rhill17Hill,477,45,432,574.9,97.2,477.7,23866.83965,
Laing_ORourke,2243,1812,431,2604.7,2099.2,505.5,322583.3656,
patrickharvie,856,425,431,1176.5,521.2,655.3,73691.22088,
Gavhollander,802,371,431,917.9,433.8,484.1,52239.36286,
GGHTrust,763,332,431,1071.1,546.6,524.5,487.7213537,
PropIndEye,743,312,431,955.5,504.6,450.9,14438.69041,
LawCentres,657,226,431,757.5,263.7,493.8,26696.16492,
CWGC,648,217,431,669.1,231.5,437.6,75463.73013,
PlumbHeatForum,629,198,431,635.6,205.1,430.5,1074.874287,
DayleBayliss,601,170,431,768.5,221.3,547.2,29506.33096,
JontyBloombiz,578,147,431,611.3,150.8,460.5,41251.57279,
MedicalArch,572,141,431,708.2,179.7,528.5,35842.53974,
CoESBD,571,140,431,1147.2,362,785.2,45081.91071,
PassivhausBandB,550,119,431,735.6,186.9,548.7,46134.50134,
JudeVFR400,451,20,431,477.6,17.7,459.9,4916.000967,
alphahi,902,472,430,975,500.6,474.4,17128.20314,
stevesilberman,848,418,430,733.9,270,463.9,49807.71124,
theRE100,767,337,430,2824.2,1060.4,1763.8,46018.32289,
constructCO2,705,275,430,996.3,459.3,537,441.4932522,
DavidHuntSearch,689,259,430,1177.6,351.9,825.7,10570.31729,
RestartProject,670,240,430,822.3,331.9,490.4,207824.7927,
accessincluded,639,209,430,1157.4,338.6,818.8,249353.7759,
DonnaCKE,601,171,430,1342.5,280.5,1062,47266.08482,
GaswayLtd,548,118,430,758.6,125.3,633.3,42747.88263,
pollyn1,1178,749,429,1861.7,1386.5,475.2,537933.2603,
karlwilding,1061,632,429,1066,899.5,166.5,761081.9806,Junk
LGiU_Daily_News,910,481,429,992.4,558.7,433.7,3023.791958,
JonathanFoyle,873,444,429,935,571.5,363.5,162550.0791,
FSCUK,835,406,429,996.9,521.5,475.4,30276.52503,
carltonreid,791,362,429,731.5,369.3,362.2,249789.6911,
EmmausUK,777,348,429,976.6,498.5,478.1,69170.28866,
LondonGas,770,341,429,2354.3,894.8,1459.5,139737.8072,
SimonBIM,742,313,429,1536,461.4,1074.6,169529.9223,
AWEA,734,305,429,971.3,430.3,541,14680.10674,
MadeinBritainGB,708,279,429,966.7,393,573.7,45228.55049,
instofideas,695,266,429,747.4,277.4,470,31439.09903,
mark4ceredigion,656,227,429,663,221.1,441.9,49981.23482,
EasyInnovation1,644,215,429,799.6,326.4,473.2,192704.5243,
JoeMartoccia,643,214,429,1087.6,486.8,600.8,271725.3453,
Katie_Dalton,618,189,429,918.6,403.5,515.1,22492.10893,
VMarincioni,610,181,429,994.1,313.7,680.4,10736.74821,
CalcoServices,605,176,429,1203.2,264.4,938.8,424984.6581,
TheHKF,581,152,429,586.8,152.1,434.7,1622.654103,
gordonjohnbrown,578,149,429,1075.8,252.9,822.9,268546.0219,
LeedsArtsUni,548,119,429,604.8,148.8,456,4327.332863,
timewisejobs,539,110,429,579.1,119.7,459.4,16385.21814,
mark_uk2811,480,51,429,865.6,30.7,834.9,9170.664328,
JananGanesh,1610,1182,428,1647.5,1193.3,454.2,50974.37515,
TorstenBell,1451,1023,428,2116,1540.9,575.1,207801.5021,
NHM_London,1383,955,428,1404.6,974.8,429.8,233206.0922,
buffer,1367,939,428,1388.2,960.9,427.3,69660.54036,
MatthewdAncona,1311,883,428,1359.7,921,438.7,82294.87617,
imperialcollege,1106,678,428,1208.7,779.9,428.8,124619.7783,
Archima,961,533,428,1836,827,1009,25182.60687,
ibstockbrick,769,341,428,1086.5,483.3,603.2,63009.06883,
Clearviewmag,764,336,428,1275.9,645.7,630.2,28833.31704,
GoGreenBristol,717,289,428,2124.1,845.6,1278.5,3966.558895,
KanePlumbing1,716,288,428,787.9,328.6,459.3,358.3537821,
lindsayfelstead,669,241,428,1586,482.7,1103.3,87809.5913,
AnnamDesmond,600,172,428,1087.2,269.8,817.4,46265.69281,
John__Field,594,166,428,554.6,190,364.6,151229.1622,
stevekav_arch,495,67,428,579.6,73.4,506.2,21358.3256,
smarshall2002,477,49,428,515.5,59.8,455.7,9654.0192,
gagamadness46,458,30,428,743,21.9,721.1,7.632092911,
guardiancities,1793,1366,427,2441.7,2032.8,408.9,1138973.485,
RichardJMurphy,1408,981,427,1606,1175.6,430.4,145556.7542,
LandmarkTrust,934,507,427,1740,926.6,813.4,262550.5976,
financialombuds,647,220,427,653.6,224.6,429,9241.864082,
EstateAppsUK,595,168,427,1919.4,1000.9,918.5,17332.96577,
ElinorHuggett,563,136,427,710.4,187.2,523.2,43239.05486,
PhoenixFutures1,532,105,427,820.4,246,574.4,9808.778695,
michaellennox5,525,98,427,826.1,116.6,709.5,14774.29751,
AlabareUK,494,67,427,531.5,77.1,454.4,6098.852506,
HarrietHarman,2086,1660,426,2064,1744.6,319.4,660180.222,Government
MaryRiddell,877,451,426,838.6,417,421.6,178604.851,
CapitalCentric,842,416,426,1019.6,551.8,467.8,362541.9991,
WiP_SW,778,352,426,1887.9,933.3,954.6,125157.5275,
BernardGinns,676,250,426,735.4,256.9,478.5,24620.27481,
KDesignAndBuild,653,227,426,1040.6,340,700.6,3014.992763,
threefoldarch,652,226,426,883.2,310.9,572.3,21878.32425,
SaleemAkram,628,202,426,1362.1,221.6,1140.5,151725.26,
PFpolicy,624,198,426,850.6,313.9,536.7,3683.09112,
passivhausscott,621,195,426,1852.2,327.2,1525,10478.9099,
